"PK_Mechanical_ID","CK_SiteID","System Type","Technology","Size (Gallons)","Size (Gallons)_notes","Make","Model","Year Manufactured on Nameplate","Year Manufactured","Year Manufactured_notes","Serial Number","Provided by Heating System","Supplemental Solar Water Heating","Fuel Type","Capacity","Capacity_notes","Capacity Units","Energy Factor","Energy Factor_notes","HPWH in Conditioned Space","HPWH Conditioned Space Type","HPWH Conditioned Space Size","HPWH Conditioned Space Size_notes","HPWH Relation to Space Heating Unit","HPWH Ducting","Location","Serves Whole House","Within 4 feet of a drain","Drain Type","Tank Wrap","Tank Wrap Thickness","Tank Wrap Thickness_notes","Pipe Wrap","Pipe Wrap Type","Pipe Wrap Length","Pipe Wrap Length_notes","Pipe Wrap Thickness","Pipe Wrap Thickness_notes","Can Exhaust to Garage or Get Supply Air from Home Interior","In a room greater than 1,000 cubic feet","Eight feet of Vertical Space","Wifi Enabled"
"Mechanical_00011370","SITE_00021","Storage Water Heater","Electric Heat Pump (Packaged)",50.0000,,"Ruud","Prouh50t2ru350d","No",2017,,"Q14176787","No","No","Electric",5.0000,,"kW",3.5000,,"No","Unknown",,"Unknown","Unknown","Both","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","Unknown"
"Mechanical_00011371","SITE_00101","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Eeh52917","No",1998,,"GB98-4050076917","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011372","SITE_00126","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011373","SITE_00131","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ees 52 913","No",1988,,"9H88-0007895-913","No","No","Electric",4.5000,,"kW",0.8700,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00011374","SITE_00116","Storage Water Heater","Electric Resistance",50.0000,,"American Appliance","E62-50r-045d","Yes",2010,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011375","SITE_00102","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82mv52-2","Yes",2011,,"N/A","Yes","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00011376","SITE_00127","Storage Water Heater","Electric Resistance",50.0000,,"Reliance","650dors","No",2009,,"0932J003707","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011377","SITE_00023","Storage Water Heater","Electric Resistance",40.0000,,"General Electric","ge40m06aag","Yes",2007,,"N/A","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Exterior","Yes","No","N/A","No",,"N/A","Yes","Fiberglass",4.0000,,2.0000,,"No","No","No","No"
"Mechanical_00011378","SITE_00084","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00009770","SITE_00185","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Unknown","Unknown","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","No","No","N/A","Yes",0.5000,,"Yes","Other",,"Unknown",0.2500,,"Yes","Yes","Yes","No"
"Mechanical_00009771","SITE_00191","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Bradford White","Mi40t6en12","No",2003,,"ZC2828490","No","No","Natural Gas",40000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00009772","SITE_00233","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Yes","No","Yes","Unknown"
"Mechanical_00009773","SITE_00234","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00009774","SITE_00235","Storage Water Heater","Fossil Fuel Condensing",50.0000,,"Rheem","22v50f1","Yes",2005,,"N/A","No","No","Natural Gas",38000.0000,,"Btuh",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00009775","SITE_00236","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Rheem","21I40DV","No",1997,,"0897D12622","No","No","Propane",30000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00009776","SITE_00237","Storage Water Heater","Unknown",40.0000,,"Rheem","21ir40dv","No",2013,,"Q351309476","No","No","Natural Gas",30000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","No","No","Unknown","No"
"Mechanical_00009777","SITE_00238","Storage Water Heater","Fossil Fuel Non-Condensing",30.0000,,"Rheem","21i30dv","No",1999,,"RHNG0799139603","No","No","Natural Gas",30000.0000,,"Btuh",0.6100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00009778","SITE_00239","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","85mv52-2","Yes",2010,,"N/A","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00009779","SITE_00240","Storage Water Heater","Electric Resistance",40.0000,,"Rheem","71-40S","No",1994,,"1194B15640","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00009780","SITE_00241","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","Yes",2013,,"N/A","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00009781","SITE_00242","Storage Water Heater","Electric Resistance",50.0000,,"Reliance","650d0rs","No",2010,,"1014J001597","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00009782","SITE_00243","Storage Water Heater","Electric Resistance",50.0000,,"Whirlpool","E1f50rd045v","No",2007,,"0706111125","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00009783","SITE_00244","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Richmond","5vr40t","Yes",2005,,"N/A","No","No","Natural Gas",34000.0000,,"Btuh",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00009784","SITE_00245","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82vr52","Yes",2003,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00015594","SITE_02069","Storage Water Heater","Unknown",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Crawlspace","Yes","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Unknown","Unknown","No","Unknown"
"Mechanical_00010277","SITE_01181","Storage Water Heater","Fossil Fuel Non-Condensing",48.0000,,"Bradford White","M1xr504t6fbn2","No",,"Unknown","ZK3756189","No","No","Natural Gas",65000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Exterior","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010278","SITE_01748","Storage Water Heater","Electric Resistance",40.0000,,"Bradford White","M240s6ds-1ncww","No",,"Unknown","LB3403","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010279","SITE_01118","Storage Water Heater","Electric Resistance",40.0000,,"Bradford White","M240s6ds-1ncww","No",,"Unknown","GH13821619","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",2.0000,,1.0000,,"No","Yes","No","No"
"Mechanical_00010280","SITE_01717","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M2506SDS-1NCWW","No",,"Unknown","GE13413017","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",3.0000,,1.0000,,"No","Yes","Yes","No"
"Mechanical_00010281","SITE_01648","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds","No",,"Unknown","MC35826402","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",8.0000,,0.5000,,"No","Yes","No","No"
"Mechanical_00010282","SITE_01168","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds","No",,"Unknown","LB33970202","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010283","SITE_02014","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCWW","No",,"Unknown","ED10511540","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010284","SITE_00904","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",,"Unknown","KJ18939764","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010285","SITE_01003","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",,"Unknown","KD18141113","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010286","SITE_01719","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCWW","No",,"Unknown","DD8996427","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010287","SITE_01651","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",,"Unknown","CK8381471","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010288","SITE_01749","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",,"Unknown","KE18343956 D/N","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010289","SITE_00793","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",,"Unknown","CM8584626","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010290","SITE_01116","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",,"Unknown","DE9171508","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010291","SITE_01580","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds2","No",,"Unknown","AC4476896","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",6.0000,,0.5000,,"Yes","Yes","No","No"
"Mechanical_00010292","SITE_01799","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds5","No",,"Unknown","CE7682836","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010293","SITE_01591","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250ST6DS-1NCWW","No",,"Unknown","ED10418485","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010294","SITE_01568","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T10DS-1NCWW","No",,"Unknown","JF16820717","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010295","SITE_01187","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T6DS","No",,"Unknown","KJ18935938","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010296","SITE_01734","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds-1ncww","No",,"Unknown","GB13062652","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010297","SITE_01977","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds-1ncww","No",,"Unknown","LB34036191","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010298","SITE_01926","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T6DS-1NCWW","No",,"Unknown","DC8932006","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Garage","No","No","N/A","No",,"N/A","Yes","Polyethylene Foam",2.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00010299","SITE_01182","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds-1ncww","No",,"Unknown","FM122772118","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010300","SITE_01203","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds-1ncww","No",,"Unknown","DB8844691","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010301","SITE_02063","Storage Water Heater","Electric Resistance",65.0000,,"Bradford White","M265r6ds-1ncww","No",,"Unknown","GG13760191 D/N","No","No","Electric",4.5000,,"kW",0.8900,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010302","SITE_01549","Storage Water Heater","Electric Resistance",65.0000,,"Bradford White","M265r6ds2","No",,"Unknown","AH5115301","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","Yes"
"Mechanical_00010303","SITE_01567","Storage Water Heater","Electric Resistance",65.0000,,"Bradford White","M265r6ds2","No",,"Unknown","AC4432421","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010304","SITE_01726","Storage Water Heater","Electric Resistance",40.0000,,"Bradford White","M2he40s6ds-1nczz","No",,"Unknown","LG34729464","No","No","Electric",6.0000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",4.0000,,0.7500,,"No","Yes","No","No"
"Mechanical_00010305","SITE_01135","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M2he50s6ds-1cnww","No",,"Unknown","KJ18837524","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010916","SITE_01968","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","Yes",0.2500,,"No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010917","SITE_01969","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","MI5036FBM","No",2011,,"HC14606470","No","No","Natural Gas",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Unknown","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010918","SITE_01970","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T6DS-1NCWW","No",2009,,"FC11732673","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010919","SITE_01971","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"AO Smith","Fsg50224","No",1993,,"GK93-1608582-224","No","No","Natural Gas",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010920","SITE_01973","Storage Water Heater","Electric Resistance",40.0000,,"General Electric","Ge40m06aag","Yes",2009,,"N/A","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","Unknown",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010921","SITE_01974","Instantaneous Water Heater","Fossil Fuel Non-Condensing",0.0000,,"Rheem","Rutg84dvn","No",2010,,"RULN1210J04308","Unknown","No","Natural Gas",180000.0000,,"Btuh",0.8200,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","N/A",,"N/A","Yes","Polyethylene Foam",3.0000,,1.0000,,"Yes","No","Yes","No"
"Mechanical_00010922","SITE_01975","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","Yes",1.0000,,"Yes","Polyethylene Foam",4.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00010923","SITE_01978","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ect 52 210","No",2010,,"1046J003552","No","No","Electric",3.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010924","SITE_01978","Storage Water Heater","Electric Resistance",50.0000,,"Unknown","Unknown","No",,"Unknown","Unknown","Yes","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010925","SITE_01980","Storage Water Heater","Electric Resistance",80.0000,,"Whirlpool","E2f80hd045v","No",2014,,"1405T467693","No","No","Electric",4.5000,,"kW",0.8700,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010926","SITE_01981","Storage Water Heater","Electric Resistance",50.0000,,"Whirlpool","EE3J50RD045V","No",2009,,"0931T424211","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010927","SITE_01983","Storage Water Heater","Electric Resistance",50.0000,,"US Craftmaster","E1F50RD045V","No",2008,,"0826307","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010928","SITE_01984","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"AO Smith","GCV 50 100","Yes",2007,,"N/A","No","No","Natural Gas",40000.0000,,"Btuh",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010929","SITE_01987","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","81x52d","No",1997,,"R 0397B48570","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010930","SITE_01988","Storage Water Heater","Electric Resistance",65.0000,,"Bradford White","Mi65r6ds13","No",1997,,"PK0087830","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
